MinTemp,MaxTemp
37.454011884736246,31.224385324810385
95.07143064099162,89.62612379875364
73.19939418,65.41264040346546
59.86584841970366,46.02742381
15.601864044243651,20.526120608465362
15.599452033620265,27.449278638302232
5.8083612168199465,6.265142508257127
86.61761457749351,69.52009973745983
60.11150117432088,41.70003131058498
70.80725777960456,65.92974049791374
2.0584494295802447,7.485604987587303
96.99098521619943,91.97207482083381
83.24426408004217,74.89781316903091
21.233911067827616,15.538534609654022
18.182496720710063,9.910515801529836
18.34045098534338,21.445648307704047
30.42422429595377,33.34069961150194
52.475643163223786,35.443771677790295
43.194501864211574,50.25786170403492
29.122914019804192,29.91691006266078
61.18528947223795,66.34646393
13.949386065204184,4.907715810636084
29.214464853521815,17.468806501868666
36.63618432936917,31.954835992993093
45.606998421703594,44.70674514220252
78.51759613930136,86.69993732075817
19.967378215835975,22.205962199446706
51.42344384136116,44.44371772269021
59.24145688620425,45.145284800991035
4.645041271999773,10.616210179638735
60.75448519014384,46.92500046729472
17.052412368729154,24.87797977199215
6.505159298527952,4.340221748
94.88855372533332,100.89901033849678
96.56320330745594,93.57952843669611
80.83973481164611,71.51704993142322
30.46137691733707,24.027180933888083
9.767211400638388,6.919464908535047
68.42330265121569,65.18789798161824
44.01524937396013,40.16931004
12.203823484477883,7.652045615329582
49.51769101112702,43.32768060853387
3.4388521115218396,3.5013627881937452
90.93204021,61.51665900175587
25.87799816000169,26.17386259951869
66.25222844,51.482963749127045
31.171107608941096,20.489802409558013
52.00680211778108,33.981730992212256
54.67102793432797,35.330765308449884
18.485445552552704,8.606860930829702
96.95846277645586,80.28023260425067
77.51328233611146,87.09842614026748
93.94989416,79.45518936683268
89.48273504276489,82.21849035297883
59.78999788110851,57.01064408806115
92.18742350231169,84.22813517456426
8.849250205,7.5428420530067735
19.59828624191452,10.490703333617176
4.522728891053807,11.653201340415897
32.53303307632643,41.255392396028085
38.86772897,23.29760649791971
27.134903177389592,17.911924071989706
82.87375091519293,72.02787748090626
35.67533266935893,25.564600092592535
28.093450968738075,28.524649562537736
54.26960831582485,43.22513411
14.092422497476264,25.034004828674412
80.21969807540397,82.92574367869854
7.455064367977082,7.851665738406623
98.68869366005173,99.02235224733732
77.22447692966574,79.30166044885014
19.87156815341724,14.504347850589408
0.5522117123602399,-3.606631918
81.54614284548342,74.10085714454863
70.68573438476172,70.97061068040412
72.90071680409874,66.81282725400085
77.12703466859458,55.44789567
7.4044651734090365,2.3526721545341474
35.84657285442726,31.75946756880832
11.586905952512971,10.00605082357435
86.31034258755935,96.05455876510938
62.329812682755794,44.84747326097084
33.08980248526492,33.14526085
6.355835028602364,13.63904493015677
31.09823217156622,42.87756125898373
32.518332202674706,26.586995379037344
72.96061783380641,69.91445313863653
63.75574713552131,62.04524907103247
88.72127425763266,81.69372490551066
47.22149251619493,41.771736361849726
11.959424593830171,13.204059821721959
71.32447872,42.50024382272725
76.07850486168974,74.47554317662093
56.127719756949624,51.499941200377414
77.096718,67.41706749312007
49.379559636439076,59.729572344448286
52.27328293819941,41.907233703983984
42.75410183585496,35.60165411
2.541912674409519,12.498605647024053
10.789142699330444,5.101060497517308
3.142918568673425,-0.00839808
63.64104112637804,56.07396734562669
31.435598107632668,33.817160272289804
50.85706911647028,47.33878606554198
90.75664739,69.35213878
24.929222914887493,19.11213037083814
41.038292303562976,32.65145146904425
75.55511385430486,67.32177499957038
22.879816549162246,23.208214426798897
7.697990982879299,9.180187870921921
28.97514529,14.624562061359839
16.122128725400444,20.68727046854897
92.96976523425731,86.10969625670437
80.81203796,85.24783722
63.34037565104234,60.63411416809926
87.14605901877177,88.73686567925185
80.36720768991145,76.53796067527428
18.657005888603585,24.778261173800196
89.25589984899777,85.27226057
53.93422419156507,47.78717639752285
80.74401551640625,93.20606278
89.60912999234932,89.07669476
31.800347497186387,32.401298450615435
11.005192452767677,2.8208523381831414
22.793516254194166,12.604373510504196
42.71077886262563,40.52838369844371
81.80147659224932,74.94412736451133
86.07305832563435,71.75216930017689
0.6952130531190703,1.3355058965191766
51.07473025775657,57.96732646370065
41.74110031,42.495345878612525
22.210781047073024,13.017525884453772
11.98653673336828,10.163508691684548
33.76151714,25.00168854002765
94.29097039125192,81.0955437
32.320293202075526,26.351776574413677
51.87906217433661,43.06393780002241
70.30189588951778,52.58410962831279
36.36296024,31.856295701133938
97.17820827209607,81.93340697602613
96.24472949421113,57.875813257956715
25.178229582536417,35.50977679476246
49.72485058923854,52.90315922
30.087830981676966,24.631440628392998
28.484049437746762,25.75654187983421
3.6886947354532795,-2.754540236
60.956433397989684,68.50766538038131
50.26790232288615,59.496191703821644
5.147875124998935,5.456888241025846
27.864646423661142,31.621850977422092
90.82658859666537,83.41639863950176
23.95618906669724,13.27580059844908
14.48948720912231,10.683066171540963
48.94527603,45.03325079631216
98.56504541106007,84.19567644926478
24.20552715115004,20.427077156677772
67.21355474058785,59.72803702088828
76.16196153287176,67.83337963809399
23.763754399239968,21.710764308476246
72.82163486118596,56.3746963
36.77831327192532,28.19686897141027
63.23058305935795,46.42335281946799
63.35297107608947,65.00412772876254
53.57746840747585,32.05072523233924
9.028977005,14.41481805565673
83.53024956,87.89907714580708
32.07800649717358,26.874635370915705
18.651851039985424,1.3433142369095794
4.077514155476392,1.789547483545062
59.08929431882418,52.66981424064757
67.75643618422824,52.50407477633544
1.6587828927856152,-1.125919138
51.20930583,57.65736294
22.649577519793795,24.46227154470161
64.51727904094498,50.46021251703119
17.436642900499145,6.3121444515535945
69.09377381024659,59.419566812424925
38.67353463005374,33.32614086288473
93.67299887367345,89.11071821907278
13.752094414599325,9.332215112
34.10663510502585,34.12574593999471
11.347352124058908,20.986330827297095
92.46936182785628,91.07037371306122
87.73393534,78.50914956800125
25.79416277151556,22.06278348599611
65.99840460341791,56.43820558113815
81.72222002012158,84.27743240097871
55.52008115994623,45.090081142597995
52.965057835600646,48.014426766923826
24.18522909004517,22.084607339742266
9.310276780589922,5.636740652513256
89.72157579533267,67.73010189
90.04180571633304,84.10655803809165
63.31014572732679,56.48100277791169
33.90297910487007,33.86186565070183
34.92095746126609,27.829168502819613
72.59556788702393,75.87142836618214
89.71102599525771,72.42324071575992
88.70864242651173,95.99161807268636
77.98755458576238,54.635921692729696
64.20316461542878,61.35237917790069
8.413996499504883,10.149763867114324
16.162871409461378,9.925874599409998
89.85541885270793,84.89855140899476
60.642905965958995,64.85589523676161
0.9197051616629648,-10.35830054
10.147154286603211,11.90123435181686
66.35017691080559,38.97735711730214
0.5061583846218687,-4.397220438
16.080805141749867,23.92847179495286
54.87337893665861,44.88091357718938
69.18951976926932,52.34015842008634
65.19612595026005,57.04158605485095
22.42693094605598,32.84260917471342
71.21792213,48.41528850239164
23.724908749680008,14.848756730451404
32.539969815926774,39.209450338836106
74.64914051180241,83.40653234190347
64.96328990472146,57.61384316
84.92234105,64.97368062273429
65.76128923003434,76.55564635
56.830860333547164,63.65066290270771
9.367476782809248,12.143465050570537
36.77158030594335,27.53874461992745
26.520236768172545,23.5580529
24.398964337908357,20.961636503961522
97.30105547524455,90.83481550802085
39.30977246667604,45.48572922975324
89.20465551771133,88.60367988218057
63.11386259972629,48.01572767027746
79.48113035416485,83.88577425764845
50.26370931051921,47.589958222603165
57.69038846263591,57.33853322879145
49.25176938188639,55.270783349605935
19.52429877980445,10.92882640879464
72.24521152615053,64.71215115
